X,Y,Z,R,Velocity,Acceleration,Suction/Gripper
93.6088,93.8688,-27.9811,83.2386,0.0,0.0,0
142.7878,143.1843,89.6803,83.2386,0.0,0.0,0
93.6088,93.8688,-27.9811,83.2386,0.0,0.0,0
