X,Y,Z,R,Velocity,Acceleration,Suction/Gripper
159.9099,-26.3212,-37.2572,-9.3471,0.0,0.0,0
217.0198,-35.7215,166.7404,-9.3471,0.0,0.0,0
57.5643,-212.2734,166.7404,-74.8274,0.0,0.0,0
217.0198,-35.7215,166.7404,-9.3471,0.0,0.0,0
159.9099,-26.3212,-37.2572,-9.3471,0.0,0.0,0
