X,Y,Z,R,Velocity,Acceleration,Suction/Gripper
101.311,-114.5566,12.1601,-48.5113,0.0,0.0,0
125.7218,-142.159,47.3133,-48.5113,0.0,0.0,0
101.311,-114.5566,12.1601,-48.5113,0.0,0.0,0
